name,email,sector,city,phone,website,address,formations,description,url
"Faculté des sciences et technologies - Département génie électrique et des procédés, Université Claude Bernard - Lyon 1",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_et_technologies_departement_genie_electrique_et_des_procedes_universite_claude_bernard_lyon_1-1307
"Faculté des sciences et technologies - Département mathématiques, Université Claude Bernard - Lyon 1",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_et_technologies_departement_mathematiques_universite_claude_bernard_lyon_1-1308
"Faculté des sciences et technologies - Département sciences de la terre, Université Claude Bernard - Lyon 1",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_et_technologies_departement_sciences_de_la_terre_universite_claude_bernard_lyon_1-1309
"Faculté des sciences Jean Perrin, Université d'Artois",Non trouvé,Unité de formation et de recherche,Arras,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_jean_perrin_universite_d_artois-1310
"Faculté des sciences et technologies - Département chimie biochimie, Université Claude Bernard - Lyon 1",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_et_technologies_departement_chimie_biochimie_universite_claude_bernard_lyon_1-1311
"Faculté des sciences et technologies - Département biologie, Université Claude Bernard - Lyon 1",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_et_technologies_departement_biologie_universite_claude_bernard_lyon_1-1312
"Faculté des sciences et techniques, Université de Haute Alsace Mulhouse",Non trouvé,Unité de formation et de recherche,Colmar,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_et_techniques_universite_de_haute_alsace_mulhouse-1341
"Faculté des sciences et techniques de Saint-Jérôme, Université Paul Cézanne - Aix-Marseille III",Non trouvé,Unité de formation et de recherche,Marseille,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_et_techniques_de_saint_jerome_universite_paul_cezanne_aix_marseille_iii-1342
"Faculté des sciences et techniques, Université de Limoges",Non trouvé,Unité de formation et de recherche,Limoges,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_et_techniques_universite_de_limoges-1346
"Faculté des sciences et sciences de l'ingénieur, Université Bretagne Sud",Non trouvé,Unité de formation et de recherche,Vannes,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_et_sciences_de_l_ingenieur_universite_bretagne_sud-1350
"Faculté des sciences du sport, Université Aix-Marseille II",Non trouvé,Unité de formation et de recherche,Marseille,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_du_sport_universite_aix_marseille_ii-1351
"Faculté des sciences et sciences de l'ingénieur, Université Bretagne Sud",Non trouvé,Unité de formation et de recherche,Lorient,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_et_sciences_de_l_ingenieur_universite_bretagne_sud-1352
"Faculté des sciences du sport, Université de Poitiers",Non trouvé,Unité de formation et de recherche,Poitiers,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_du_sport_universite_de_poitiers-1353
"Faculté des sciences du sport, Université Picardie Jules Verne Amiens",Non trouvé,Unité de formation et de recherche,Amiens,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_du_sport_universite_picardie_jules_verne_amiens-1354
"Faculté des sciences du sport, Université de Poitiers",Non trouvé,Unité de formation et de recherche,Angoulême,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_du_sport_universite_de_poitiers-1355
"Faculté des sciences de la vie, Université de Strasbourg",Non trouvé,Unité de formation et de recherche,Strasbourg,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_de_la_vie_universite_de_strasbourg-1356
"FSMS - Faculté des sciences et des métiers du sport, Université de Valenciennes",Non trouvé,Unité de formation et de recherche,Lille,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-fsms_faculte_des_sciences_et_des_metiers_du_sport_universite_de_valenciennes-1357
"STAPS - Faculté des sciences du sport, Université de Strasbourg",Non trouvé,Unité de formation et de recherche,Strasbourg,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-staps_faculte_des_sciences_du_sport_universite_de_strasbourg-1358
"Faculté des sciences économiques et de gestion, Université de Strasbourg",Non trouvé,Unité de formation et de recherche,Strasbourg,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_economiques_et_de_gestion_universite_de_strasbourg-1359
"Faculté des sciences économiques et de gestion - département ingénierie économique et financière, Université Lumière - Lyon 2",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_economiques_et_de_gestion_departement_ingenierie_economique_et_financiere_universite_lumiere_lyon_2-1360
"Faculté des sciences appliquées, Université d'Artois",Non trouvé,Unité de formation et de recherche,Arras,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_appliquees_universite_d_artois-1361
"Faculté des sciences économiques et de gestion - Aix-en-Provence, Université Aix-Marseille II",Non trouvé,Unité de formation et de recherche,Aix-en-Provence,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_economiques_et_de_gestion_aix_en_provence_universite_aix_marseille_ii-1362
"Faculté de sport de Nancy - Antenne d'Epinal, Nancy-Université - Université Henri Poincaré",Non trouvé,Unité de formation et de recherche,Nancy,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_sport_de_nancy_antenne_d_epinal_nancy_universite_universite_henri_poincare-1363
"LESLA - Faculté des lettres, sciences du langage et arts, Université Lumière - Lyon 2",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-lesla_faculte_des_lettres_sciences_du_langage_et_arts_universite_lumiere_lyon_2-1364
"Faculté des sciences économiques et sociales, Université Lille 1",Non trouvé,Unité de formation et de recherche,Villeneuve-d'Ascq,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_economiques_et_sociales_universite_lille_1-1365
"Faculté des lettres, Université Picardie Jules Verne Amiens",Non trouvé,Unité de formation et de recherche,Amiens,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_lettres_universite_picardie_jules_verne_amiens-1366
"FSESJ - Faculté des sciences économiques sociales et juridiques, Université de Haute Alsace Mulhouse",Non trouvé,Unité de formation et de recherche,Colmar,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-fsesj_faculte_des_sciences_economiques_sociales_et_juridiques_universite_de_haute_alsace_mulhouse-1367
"FAC STAPS Lille - Faculté des sciences du sport et de l'éducation physique Lille 2, Université de Lille 2",Non trouvé,Unité de formation et de recherche,Lille,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-fac_staps_lille_faculte_des_sciences_du_sport_et_de_l_education_physique_lille_2_universite_de_lille_2-1368
"FLSH - Faculté des lettres langues et sciences humaines, Université de Haute Alsace Mulhouse",Non trouvé,Unité de formation et de recherche,Mulhouse,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-flsh_faculte_des_lettres_langues_et_sciences_humaines_universite_de_haute_alsace_mulhouse-1369
"Faculté des sciences de l'éducation, Université de Strasbourg",Non trouvé,Unité de formation et de recherche,Strasbourg,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_sciences_de_l_education_universite_de_strasbourg-1370
"LESLA - Faculté des lettres, sciences du langage et arts, Université Lumière - Lyon 2",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-lesla_faculte_des_lettres_sciences_du_langage_et_arts_universite_lumiere_lyon_2-1372
"Faculté des lettres et civilisations, Université Jean Moulin - Lyon 3",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_lettres_et_civilisations_universite_jean_moulin_lyon_3-1374
"FLLASH - Faculté des lettres langues arts et sciences humaines, Université de Valenciennes",Non trouvé,Unité de formation et de recherche,Lille,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-fllash_faculte_des_lettres_langues_arts_et_sciences_humaines_universite_de_valenciennes-1376
"Faculté des lettres et sciences humaines, Université de Limoges",Non trouvé,Unité de formation et de recherche,Limoges,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_lettres_et_sciences_humaines_universite_de_limoges-1377
"Faculté des lettres - Départements Lettres, Histoire, Langues, Histoire de l'Art et Prépas, Institut catholique de Paris",Non trouvé,Unité de formation et de recherche,Paris,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_lettres_departements_lettres_histoire_langues_histoire_de_l_art_et_prepas_institut_catholique_de_paris-1378
"Faculté de sciences humaines et sociales, Université Jean Monnet Saint-Etienne",Non trouvé,Unité de formation et de recherche,Saint-Étienne,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_sciences_humaines_et_sociales_universite_jean_monnet_saint_etienne-1406
"Faculté de sciences et techniques, Université Jean Monnet de Saint-Etienne",Non trouvé,Unité de formation et de recherche,Saint-Étienne,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_sciences_et_techniques_universite_jean_monnet_de_saint_etienne-1407
"Faculté des langues, Université Jean Moulin - Lyon 3",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_langues_universite_jean_moulin_lyon_3-1409
"Faculté des langues, Université Lumière - Lyon 2",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_langues_universite_lumiere_lyon_2-1410
"FASSE - Faculté de sciences sociales et économiques, Institut catholique de Paris",Non trouvé,Unité de formation et de recherche,Paris,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-fasse_faculte_de_sciences_sociales_et_economiques_institut_catholique_de_paris-1411
"Faculté des langues, Université Lumière - Lyon 2",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_langues_universite_lumiere_lyon_2-1412
"Faculté de sciences économiques, Université Rennes 1",Non trouvé,Unité de formation et de recherche,Rennes,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_sciences_economiques_universite_rennes_1-1413
"Faculté de physique, Université Pierre et Marie Curie - UPMC",Non trouvé,Unité de formation et de recherche,Paris,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_physique_universite_pierre_et_marie_curie_upmc-1414
"Faculté de psychologie, Université de Nantes",Non trouvé,Unité de formation et de recherche,Nantes,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_psychologie_universite_de_nantes-1416
"Faculté des affaires internationales de l'université du Havre, Université du Havre",Non trouvé,Unité de formation et de recherche,Le Havre,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_des_affaires_internationales_de_l_universite_du_havre_universite_du_havre-1417
"Faculté de psychologie, Université de Strasbourg",Non trouvé,Unité de formation et de recherche,Strasbourg,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_psychologie_universite_de_strasbourg-1418
"Faculté de philosophie, Université Jean Moulin - Lyon 3",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_philosophie_universite_jean_moulin_lyon_3-1419
"UFR des arts, Université Picardie Jules Verne Amiens",Non trouvé,Unité de formation et de recherche,Amiens,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-ufr_des_arts_universite_picardie_jules_verne_amiens-1420
"UFR de sciences économiques et de gestion, Université Lumière - Lyon 2",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-ufr_de_sciences_economiques_et_de_gestion_universite_lumiere_lyon_2-1421
"Faculté de sciences économiques et de gestion - Marseille, Université Aix-Marseille II",Non trouvé,Unité de formation et de recherche,Marseille,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_sciences_economiques_et_de_gestion_marseille_universite_aix_marseille_ii-1422
"UFR sciences humaines, sociales et philosophie, Université Picardie Jules Verne Amiens",Non trouvé,Unité de formation et de recherche,Amiens,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-ufr_sciences_humaines_sociales_et_philosophie_universite_picardie_jules_verne_amiens-1423
"Faculté de philosophie et de sciences humaines, Université catholique de Lyon",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_philosophie_et_de_sciences_humaines_universite_catholique_de_lyon-1424
"Faculté de philosophie, Institut catholique de Paris",Non trouvé,Unité de formation et de recherche,Paris,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_philosophie_institut_catholique_de_paris-1425
"Faculté de philosophie, Institut catholique de Toulouse",Non trouvé,Unité de formation et de recherche,Toulouse,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_philosophie_institut_catholique_de_toulouse-1426
"Faculté de pharmacie, Université Rennes 1",Non trouvé,Unité de formation et de recherche,Rennes,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_pharmacie_universite_rennes_1-1427
"Faculté de pharmacie, Université de Limoges",Non trouvé,Unité de formation et de recherche,Limoges,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_pharmacie_universite_de_limoges-1428
"Faculté de pharmacie, Université de Strasbourg",Non trouvé,Unité de formation et de recherche,Strasbourg,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_pharmacie_universite_de_strasbourg-1429
"Faculté de pharmacie, Université Picardie Jules Verne Amiens",Non trouvé,Unité de formation et de recherche,Amiens,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_pharmacie_universite_picardie_jules_verne_amiens-1430
"Faculté de médecine, Université Picardie Jules Verne Amiens",Non trouvé,Unité de formation et de recherche,Amiens,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_medecine_universite_picardie_jules_verne_amiens-1431
"Faculté de médecine, Université Rennes 1",Non trouvé,Unité de formation et de recherche,Rennes,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_medecine_universite_rennes_1-1432
"Faculté de sciences de Luminy, Université Aix-Marseille II",Non trouvé,Unité de formation et de recherche,Marseille,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_sciences_de_luminy_universite_aix_marseille_ii-1433
"Faculté de pharmacie, Université Aix-Marseille II",Non trouvé,Unité de formation et de recherche,Marseille,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_pharmacie_universite_aix_marseille_ii-1434
"Faculté de médecine, Université de Strasbourg",Non trouvé,Unité de formation et de recherche,Strasbourg,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_medecine_universite_de_strasbourg-1435
"Faculté de médecine, Université de Limoges",Non trouvé,Unité de formation et de recherche,Limoges,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_medecine_universite_de_limoges-1436
"Faculté de médecine Toulouse Purpan, Université Toulouse III",Non trouvé,Unité de formation et de recherche,Toulouse,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_medecine_toulouse_purpan_universite_toulouse_iii-1437
"Faculté de médecine Toulouse Rangueil, Université Toulouse III",Non trouvé,Unité de formation et de recherche,Toulouse,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_medecine_toulouse_rangueil_universite_toulouse_iii-1445
"Faculté de médecine, Université Aix-Marseille II",Non trouvé,Unité de formation et de recherche,Marseille,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_medecine_universite_aix_marseille_ii-1449
"Faculté de médecine Lyon-Sud - Charles Mérieux, Université Claude Bernard - Lyon 1",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_medecine_lyon_sud_charles_merieux_universite_claude_bernard_lyon_1-1469
"Faculté de médecine Henri Warembourg université de Lille 2, Université de Lille 2",Non trouvé,Unité de formation et de recherche,Lille,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_medecine_henri_warembourg_universite_de_lille_2_universite_de_lille_2-1470
"Faculté de médecine Pierre et Marie Curie - Site Pitié-Salpêtrière, Université Pierre et Marie Curie - UPMC",Non trouvé,Unité de formation et de recherche,Paris,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_medecine_pierre_et_marie_curie_site_pitie_salpetriere_universite_pierre_et_marie_curie_upmc-1471
"Faculté de médecine Lyon-Est - Claude Bernard, Université Claude Bernard - Lyon 1",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_medecine_lyon_est_claude_bernard_universite_claude_bernard_lyon_1-1472
"Faculté de médecine Jacques Lisfranc, Université Jean Monnet de Saint-Etienne",Non trouvé,Unité de formation et de recherche,Saint-Étienne,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_medecine_jacques_lisfranc_universite_jean_monnet_de_saint_etienne-1475
"Faculté de lettres et langues, Université catholique de Lyon",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_lettres_et_langues_universite_catholique_de_lyon-1477
"GHHAT - Faculté de géographie, histoire, histoire de l'art et tourisme, Université Lumière - Lyon 2",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-ghhat_faculte_de_geographie_histoire_histoire_de_l_art_et_tourisme_universite_lumiere_lyon_2-1478
"Faculté de géographie et d'aménagement, Université de Strasbourg",Non trouvé,Unité de formation et de recherche,Strasbourg,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_geographie_et_d_amenagement_universite_de_strasbourg-1479
"Faculté de droit - site de Valence, Université Grenoble Alpes",Non trouvé,Unité de formation et de recherche,Valence,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_droit_site_de_valence_universite_grenoble_alpes-1480
"GHHAT - Faculté de géographie, histoire, histoire de l'art et tourisme, Université Lumière - Lyon 2",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-ghhat_faculte_de_geographie_histoire_histoire_de_l_art_et_tourisme_universite_lumiere_lyon_2-1481
Faculté de droit - Université Grenoble Alpes (COMUE),Non trouvé,Unité de formation et de recherche,Saint-Martin-d'Hères,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_droit_universite_grenoble_alpes_comue-1482
"Faculté de lettres langues et sciences humaines, Université d'Orléans",Non trouvé,Unité de formation et de recherche,Orléans,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_lettres_langues_et_sciences_humaines_universite_d_orleans-1483
"Faculté de langues et cultures étrangères, Université Picardie Jules Verne Amiens",Non trouvé,Unité de formation et de recherche,Amiens,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_langues_et_cultures_etrangeres_universite_picardie_jules_verne_amiens-1484
"Faculté de mathématiques, Université Pierre et Marie Curie - UPMC",Non trouvé,Unité de formation et de recherche,Paris,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_mathematiques_universite_pierre_et_marie_curie_upmc-1485
"Faculté de droit et science politique, Université Toulouse I Capitole",Non trouvé,Unité de formation et de recherche,Toulouse,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_droit_et_science_politique_universite_toulouse_i_capitole-1489
"Faculté de droit et de sciences politiques, Université de Nice - Sophia Antipolis",Non trouvé,Unité de formation et de recherche,Nice,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_droit_et_de_sciences_politiques_universite_de_nice_sophia_antipolis-1491
"Faculté de droit et des sciences économiques - site de Limoges, Université de Limoges",Non trouvé,Unité de formation et de recherche,Limoges,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_droit_et_des_sciences_economiques_site_de_limoges_universite_de_limoges-1492
"Faculté de droit, Institut catholique de Lyon",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_droit_institut_catholique_de_lyon-1493
"UFR Droit, sciences économique et politique - antenne de Nevers, université de Bourgogne",Non trouvé,Unité de formation et de recherche,Nevers,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-ufr_droit_sciences_economique_et_politique_antenne_de_nevers_universite_de_bourgogne-1495
"Faculté de droit et science politique, Université Lumière - Lyon 2",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_droit_et_science_politique_universite_lumiere_lyon_2-1496
"UFR de droit, Université Jean Monnet Saint-Etienne",Non trouvé,Unité de formation et de recherche,Saint-Étienne,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-ufr_de_droit_universite_jean_monnet_saint_etienne-1497
"Faculté de droit, Université Jean Moulin - Lyon 3",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_droit_universite_jean_moulin_lyon_3-1498
"Faculté de droit et de science politique, Université Rennes 1",Non trouvé,Unité de formation et de recherche,Rennes,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_droit_et_de_science_politique_universite_rennes_1-1499
"UFR Droit et de science politique, Université d'Aix-Marseille",Non trouvé,Unité de formation et de recherche,Aix-en-Provence,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-ufr_droit_et_de_science_politique_universite_d_aix_marseille-1525
"UFR de droit et de science politique, Université Picardie Jules Verne Amiens",Non trouvé,Unité de formation et de recherche,Amiens,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-ufr_de_droit_et_de_science_politique_universite_picardie_jules_verne_amiens-1526
"Faculté de droit de sciences politiques et de gestion, Université de Strasbourg",Non trouvé,Unité de formation et de recherche,Strasbourg,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_droit_de_sciences_politiques_et_de_gestion_universite_de_strasbourg-1533
Faculté libre de droit de l'Institut Catholique de Toulouse,Non trouvé,Unité de formation et de recherche,Toulouse,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_libre_de_droit_de_l_institut_catholique_de_toulouse-1534
"Faculté de droit et de science politique - Antenne de Saint Brieuc, Université Rennes 1",Non trouvé,Unité de formation et de recherche,Saint-Brieuc,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_droit_et_de_science_politique_antenne_de_saint_brieuc_universite_rennes_1-1535
"UFR Collegium droit, économie, gestion - Université d'Orléans",Non trouvé,Unité de formation et de recherche,Orléans,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-ufr_collegium_droit_economie_gestion_universite_d_orleans-1536
"Faculté de droit, de sciences économiques et de gestion, Université Bretagne Sud",Non trouvé,Unité de formation et de recherche,Rennes,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_droit_de_sciences_economiques_et_de_gestion_universite_bretagne_sud-1537
"Faculté de droit canonique, Institut catholique de Paris",Non trouvé,Unité de formation et de recherche,Paris,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_droit_canonique_institut_catholique_de_paris-1538
"Faculté de chirurgie dentaire, Université Rennes 1",Non trouvé,Unité de formation et de recherche,Rennes,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_chirurgie_dentaire_universite_rennes_1-1539
"FDEG - Faculté de droit, d'économie et de gestion, Université de Valenciennes",Non trouvé,Unité de formation et de recherche,Valenciennes,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-fdeg_faculte_de_droit_d_economie_et_de_gestion_universite_de_valenciennes-1540
"Faculté de chimie, Université de Strasbourg",Non trouvé,Unité de formation et de recherche,Strasbourg,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_chimie_universite_de_strasbourg-1541
"Faculté de droit et de science politique, Université de Versailles Saint-Quentin-en-Yvelines",Non trouvé,Unité de formation et de recherche,Guyancourt,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_droit_et_de_science_politique_universite_de_versailles_saint_quentin_en_yvelines-1542
"Faculté d'administration et de communication, Université Toulouse I Capitole",Non trouvé,Unité de formation et de recherche,Toulouse,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_d_administration_et_de_communication_universite_toulouse_i_capitole-1543
"Faculté de chirurgie dentaire, Université de Strasbourg",Non trouvé,Unité de formation et de recherche,Strasbourg,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_chirurgie_dentaire_universite_de_strasbourg-1544
"UFR d'économie et de gestion, Université Picardie Jules Verne Amiens",Non trouvé,Unité de formation et de recherche,Amiens,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-ufr_d_economie_et_de_gestion_universite_picardie_jules_verne_amiens-1545
"Faculté de chirurgie dentaire université de Lille 2, Université de Lille 2",Non trouvé,Unité de formation et de recherche,Lille,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_chirurgie_dentaire_universite_de_lille_2_universite_de_lille_2-1546
"UFR anthropologie, sociologie, science politique, Université Lumière - Lyon 2",Non trouvé,Unité de formation et de recherche,Lyon,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-ufr_anthropologie_sociologie_science_politique_universite_lumiere_lyon_2-1547
"Faculté d'arts, lettres et langues, Université Jean Monnet de Saint-Etienne",Non trouvé,Unité de formation et de recherche,Saint-Étienne,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_d_arts_lettres_et_langues_universite_jean_monnet_de_saint_etienne-1548
"Faculté de chirurgie dentaire, Université Toulouse III",Non trouvé,Unité de formation et de recherche,Toulouse,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-faculte_de_chirurgie_dentaire_universite_toulouse_iii-1559
"EURIA - Euro-institut d'actuariat, Université de Bretagne Occidentale",Non trouvé,Unité de formation et de recherche,Quimper,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-euria_euro_institut_d_actuariat_universite_de_bretagne_occidentale-1593
"ERUDI - ERUDI - Etudes et ressources universitaires à distance, Nancy-Université - Nancy 2",Non trouvé,Unité de formation et de recherche,Nancy,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-erudi_erudi_etudes_et_ressources_universitaires_a_distance_nancy_universite_nancy_2-1676
"Ensemble universitaire de Gavy - antenne universitaire Nantes, Université de Nantes",Non trouvé,Unité de formation et de recherche,Nantes,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-ensemble_universitaire_de_gavy_antenne_universitaire_nantes_universite_de_nantes-1721
"ESIT - Ecole supérieure d'interprètes et de traducteurs, Université de la Sorbonne Nouvelle",Non trouvé,Unité de formation et de recherche,Paris,Non trouvé,Non trouvé,,,,https://diplomeo.com/etablissement-esit_ecole_superieure_d_interpretes_et_de_traducteurs_universite_de_la_sorbonne_nouvelle-1840
